PHONE_ID,PEOPLE_ID,PHONE_NUM,PHONE_IsPrimary,COUNTRY_ID
818,583,609-263-8260,false,927.12
819,625,787-625-0460,false,960.0
820,950,513-879-4915,true,808.54
821,529,438-487-5094,true,78.14
822,607,148-364-5728,false,140.81
823,31,165-393-5934,true,817.49
824,281,126-224-1919,true,788.78
825,165,327-193-5330,false,552.73
826,759,461-746-5083,false,219.67
827,37,397-532-6435,false,148.15
828,265,886-236-2112,false,847.5
829,673,896-188-9624,true,389.64
830,516,509-604-8310,false,95.02
831,381,967-683-0709,true,724.0
832,896,140-614-5731,false,128.25
833,466,893-328-6743,true,66.66
834,683,399-234-9690,false,571.46
835,653,171-317-8354,true,571.26
836,770,649-608-7002,true,541.23
837,801,248-669-4431,false,526.01
838,877,164-234-1768,true,540.56
839,28,538-966-0011,true,749.22
840,998,702-828-1719,true,426.12
841,705,843-642-5998,true,631.21
842,914,612-106-6338,true,78.24
843,611,303-684-4362,true,974.76
844,367,866-270-7081,false,403.89
845,738,395-646-5023,false,499.1
846,696,623-683-3786,false,488.54
847,957,759-925-0052,false,292.64
848,93,617-559-2801,true,269.97
849,13,493-944-2886,false,41.17
850,954,954-100-0424,true,160.78
851,860,969-588-2158,true,421.85
852,704,170-472-3662,false,140.73
853,567,370-326-7102,true,37.19
854,312,829-641-2106,true,585.8
855,689,613-269-3792,false,809.56
856,807,961-503-3556,false,503.78
857,289,188-489-0620,false,78.24
858,107,956-647-3439,false,356.64
859,493,592-214-1130,false,501.62
860,628,186-125-4793,false,190.26
861,607,583-776-7077,true,232.36
862,731,285-193-2428,true,64.95
863,97,772-807-9979,true,91.0
864,729,287-135-9805,true,603.66
865,795,215-995-1567,false,18.5
866,835,824-918-3369,true,253.44
867,28,632-894-2721,false,776.16
868,690,681-348-7515,true,64.38
869,815,790-611-0239,true,685.82
870,50,257-384-8853,false,125.42
871,587,289-403-7020,true,361.6
872,149,982-756-2552,false,404.51
873,342,604-172-7997,false,941.61
874,179,419-613-7129,false,395.68
875,184,738-242-5746,false,41.41
876,605,779-630-4029,false,612.99
877,670,373-290-4043,true,542.02
878,898,676-573-0352,true,459.17
879,236,762-192-4707,true,470.43
880,232,699-735-6073,false,226.1
881,321,713-899-9292,false,993.95
882,768,352-150-8960,true,642.82
883,620,942-869-3511,true,891.83
884,890,948-424-0262,false,118.48
885,249,466-406-7585,true,19.92
886,623,491-528-9885,false,900.13
887,461,333-695-2702,true,660.16
888,553,452-969-2291,true,834.41
889,921,714-524-3105,true,821.92
890,367,129-912-2301,false,338.94
891,52,360-485-0701,false,283.2
892,142,957-332-5957,false,941.71
893,91,213-370-9037,true,536.34
894,7,234-576-9326,false,735.62
895,282,563-750-3647,false,452.25
896,141,930-465-5687,false,813.03
897,922,397-535-5167,true,431.17
898,651,524-192-2918,true,120.05
899,809,928-131-3447,false,110.0
900,866,407-888-6230,true,138.28
901,429,954-158-2595,false,60.04
902,422,428-306-5737,false,109.62
903,978,620-236-9053,false,915.31
904,344,599-999-6513,false,739.76
905,705,181-619-9834,false,169.32
906,495,671-605-3357,false,904.07
907,821,847-855-8935,false,868.64
908,171,670-581-6490,false,267.44
909,982,421-842-6588,true,323.36
910,238,849-121-2650,true,976.99
911,207,182-396-1932,true,652.28
912,533,214-849-2096,true,493.98
913,352,909-182-2416,false,674.86
914,353,106-550-7583,false,834.52
915,252,620-697-7378,false,802.41
916,48,378-593-3650,true,752.3
917,304,180-732-3087,false,812.46
918,567,477-468-2116,false,750.07
919,108,329-655-6405,false,719.69
920,930,327-776-9059,false,854.66
921,455,590-186-5323,false,241.01
922,543,620-868-7861,false,893.89
923,376,715-925-2490,true,270.11
924,79,802-997-9581,true,571.21
925,165,759-544-0440,false,893.93
926,923,144-536-8078,true,39.83
927,706,483-715-0084,false,261.34
928,687,260-565-8223,false,522.06
929,591,383-303-1478,true,757.09
930,749,149-824-9792,false,617.51
931,165,240-803-8727,true,667.28
932,280,295-786-2291,false,815.25
933,55,645-827-6689,false,587.72
934,781,372-524-8961,true,482.77
935,325,921-987-9415,true,94.45
936,607,370-177-1291,false,714.72
937,778,473-925-7497,true,591.13
938,185,138-847-2242,false,847.6
939,468,138-607-7038,true,174.71
940,784,457-257-3391,false,552.57
941,665,161-943-8775,false,800.58
942,74,906-328-3358,true,591.65
943,228,931-296-5624,false,20.27
944,162,768-451-8161,true,940.25
945,740,725-875-4689,false,377.18
946,418,893-686-3679,true,973.27
947,41,471-898-4282,true,261.71
948,860,955-784-0506,false,411.72
949,197,492-449-9497,true,543.16
950,317,325-235-9129,true,688.53
951,457,397-658-4579,false,496.94
952,424,584-679-7883,true,40.83
953,480,803-248-3916,true,271.23
954,326,813-690-5028,false,247.08
955,646,531-860-2742,false,222.81
956,452,448-593-9375,true,448.11
957,54,810-883-3813,false,805.64
958,324,618-185-3907,true,555.88
959,526,689-249-3550,true,190.01
960,612,266-749-6081,false,515.41
961,63,821-896-0551,true,551.51
962,611,519-910-2751,false,133.42
963,190,130-317-7224,false,792.58
964,764,716-564-0292,false,213.47
965,848,492-391-5798,false,953.25
966,908,937-779-6086,true,981.54
967,494,730-550-9740,true,279.6
968,201,935-636-7193,false,25.58
969,13,168-525-8528,true,467.83
970,203,962-555-6804,true,208.69
971,443,269-689-5596,true,212.58
972,250,252-943-0179,false,618.76
973,388,837-932-7173,true,512.57
974,223,398-323-3799,true,46.74
975,660,307-492-8031,true,524.05
976,214,569-860-7192,false,549.77
977,49,531-739-2902,true,896.12
978,262,591-998-2581,false,345.92
979,809,329-189-7500,false,401.7
980,957,619-438-7427,true,694.4
981,483,176-456-2270,false,949.26
982,808,247-545-1062,true,649.6
983,223,167-963-3222,false,893.24
984,376,815-117-1459,false,564.6
985,69,346-878-4409,false,378.52
986,712,914-888-5145,false,542.9
987,118,962-894-3477,false,841.77
988,123,761-230-7566,false,741.59
989,312,114-667-7170,false,596.53
990,288,918-153-3093,true,925.71
991,984,361-740-3353,true,70.35
992,80,948-747-6667,true,27.27
993,915,435-305-1062,false,563.99
994,427,364-595-1013,true,691.95
995,651,722-516-9795,true,582.89
996,708,166-451-5433,true,215.24
997,646,952-293-5998,false,943.31
998,764,881-123-5825,true,170.62
999,458,131-910-1929,true,22.02
1000,571,515-953-9944,true,352.69
